Date,Type,No.,Customer,Memo,Total before VAT,VAT,Amount,Balance,Status
28/07/2021,Invoice,2943,Alandale Logistics Ltd,WE 27.06.2021 ABINGDON DIDCOT (APPLECART),"2,926.70",585.34,"3,512.04",0.00,paid
29/07/2021,Invoice,2960,Alandale Logistics Ltd,WE 18.07.2021 BOROUGH YARD,135.00,27.00,162.00,0.00,paid
29/07/2021,Invoice,2963,Alandale Logistics Ltd,WE 18.07.2021 LEWISHAM,270.00,54.00,324.00,0.00,paid
29/07/2021,Invoice,2967,Alandale Logistics Ltd,WE 25.07.2021 CLEVELAND,388.13,77.63,465.76,0.00,paid
29/07/2021,Invoice,2970,Alandale Logistics Ltd,WE 25.07.2021 LEWISHAM,405.00,81.00,486.00,0.00,paid
29/07/2021,Invoice,2961,Alandale Logistics Ltd,WE 18.07.2021 Century Tower,540.00,108.00,648.00,0.00,paid
29/07/2021,Invoice,2969,Alandale Logistics Ltd,WE 25.07.2021 Century Tower,675.00,135.00,810.00,0.00,paid
29/07/2021,Invoice,2962,Alandale Logistics Ltd,"WE 18.07.2021
WESSEX ARCHAEOLOGY
 LAND WEST OF CULHAM",810.00,162.00,972.00,0.00,paid
29/07/2021,Invoice,2968,Alandale Logistics Ltd,WE 25.07.2021 BOROUGH YARD,832.50,166.50,999.00,0.00,paid
29/07/2021,Invoice,2974,Alandale Logistics Ltd,WE 25.07.2021 ABINGDON DIDCOT (APPLECART),"1,010.10",202.02,"1,212.12",0.00,paid
29/07/2021,Invoice,2966,Alandale Logistics Ltd,WE 25.07.2021 SHERWOOD STREET,"1,068.38",213.68,"1,282.06",0.00,paid
29/07/2021,Invoice,2958,Alandale Logistics Ltd,WE 18.07.2021 SHERWOOD STREET,"1,197.88",239.58,"1,437.46",0.00,paid
29/07/2021,Invoice,2971,Alandale Logistics Ltd,WE 18.07.2021 Nova Victoria,"1,215.00",243.00,"1,458.00",0.00,paid
29/07/2021,Invoice,2972,Alandale Logistics Ltd,WE 25.07.2021 Nova Victoria,"1,265.63",253.13,"1,518.76",0.00,paid
29/07/2021,Invoice,2959,Alandale Logistics Ltd,WE 18.07.2021 CLEVELAND,"1,293.75",258.75,"1,552.50",0.00,paid
29/07/2021,Invoice,2964,Alandale Logistics Ltd,WE 18.07.2021 WARDIAN,"2,137.50",427.50,"2,565.00",0.00,paid
29/07/2021,Invoice,2973,Alandale Logistics Ltd,WE 25.07.2021 WARDIAN,"2,565.00",513.00,"3,078.00",0.00,paid
29/07/2021,Invoice,2965,Alandale Logistics Ltd,WE 18.07.2021 ABINGDON DIDCOT (APPLECART),"2,926.70",585.34,"3,512.04",0.00,paid
31/07/2021,Invoice,2979,ISSUKIRE,WC 13 JUL 2021 PO P105538720 271,"3,483.58",696.72,"4,180.30",0.00,paid
31/07/2021,Invoice,2977,ISSUKIRE,WC 28 JUNE 2021 PO P105496216 261,"4,046.93",809.39,"4,856.32",0.00,paid
31/07/2021,Invoice,2978,ISSUKIRE,WC 07 JUL 2021 PO P105536723 266,"4,351.25",870.25,"5,221.50",0.00,paid
31/07/2021,Invoice,2980,ISSUKIRE,WC 19 JUL 2021 PO P105538722 273,"4,493.68",898.74,"5,392.42",0.00,paid
31/07/2021,Invoice,2976,ISSUKIRE,WC 21 JUNE 2021 PO P105496218 262,"5,021.44","1,004.29","6,025.73",0.00,paid
02/08/2021,Invoice,2986,Brooknight Security,WE 09-05-21 UNAPPROVED,345.00,69.00,414.00,0.00,paid
02/08/2021,Invoice,2988,Brooknight Security,WE 23-05-21 APPROVED,477.25,95.45,572.70,0.00,paid
02/08/2021,Invoice,2987,Brooknight Security,WE 16-05-21 APPROVED,506.00,101.20,607.20,0.00,paid
02/08/2021,Invoice,2991,G4S Secure Solutions (UK),PE19 6YT  UK1115035522,148.68,29.74,178.42,0.00,paid
02/08/2021,Invoice,2990,G4S Secure Solutions (UK),Novotel Hotel UK1115035908,"164,665.80","32,933.16","197,598.96",0.00,paid
02/08/2021,Invoice,3031,OCS,294661,"71,138.81","14,227.76","85,366.57",0.00,paid
02/08/2021,Invoice,2989,Securitas Security Services (UK) Ltd,ROBERT July 2021,"1,326.00",265.20,"1,591.20",0.00,paid
06/08/2021,Invoice,2994,GROSVERN,July 2021,"5,728.50","1,145.70","6,874.20",0.00,paid
09/08/2021,Invoice,2995,G4S Secure Solutions (UK),HOLIDAY IN UK1115035349,"52,176.00","10,435.20","62,611.20",0.00,paid
09/08/2021,Invoice,3037,GROSVERN,June 2021,"5,671.50","1,134.30","6,805.80",0.00,paid
09/08/2021,Invoice,3034,ISSUKIRE,WC 26 JUL 2021 PO P105507837 258,"3,829.99",766.00,"4,595.99",0.00,paid
09/08/2021,Invoice,3035,ISSUKIRE,WC 02 Aug2021 PO P105507210 256,"4,768.84",953.77,"5,722.61",0.00,paid
09/08/2021,Invoice,3036,ISSUKIRE,WC 16 Aug2021 PO P105507840 259,"6,844.13","1,368.83","8,212.96",0.00,paid
09/08/2021,Invoice,3033,OCS,297436,"34,221.36","6,844.27","41,065.63",0.00,paid
09/08/2021,Invoice,3032,OCS,296050,"41,310.32","8,262.06","49,572.38",0.00,paid
09/08/2021,Invoice,3038,Omni Security Services Ltd,July2021,"2,817.96",563.59,"3,381.55",0.00,paid
09/08/2021,Invoice,3040,Paratus Security Limited,July  2021,"9,036.50","1,807.30","10,843.80",0.00,paid
09/08/2021,Invoice,3039,SWL Security Services,July 2021,"1,936.48",387.30,"2,323.78",0.00,paid
16/08/2021,Invoice,2996,G4S Secure Solutions (UK),GSK SG1 2NY JULY 2021 UK1115034147,"3,162.00",632.40,"3,794.40",0.00,paid
17/08/2021,Invoice,2999,G4S Secure Solutions (UK),Aug 21 CATER PILLAR  PETERPRO UK1115036860,144.00,28.80,172.80,0.00,paid
17/08/2021,Invoice,2997,G4S Secure Solutions (UK),July 21 CATER PILLAR  PETERPRO UK1115035278,144.00,28.80,172.80,0.00,paid
17/08/2021,Invoice,2998,G4S Secure Solutions (UK),Aug 21 Atrium Feltham UK1115036698,432.00,86.40,518.40,0.00,paid
17/08/2021,Invoice,3003,G4S Secure Solutions (UK),Aspall Cyder House UK1115037304,744.00,148.80,892.80,0.00,paid
17/08/2021,Invoice,3001,G4S Secure Solutions (UK),Honeywell Control Government UK1115037033,"3,213.00",642.60,"3,855.60",0.00,paid
17/08/2021,Invoice,3002,G4S Secure Solutions (UK),GSK Ware Herts SG12 0DP Aug 2021 UK1115037036,"5,100.00","1,020.00","6,120.00",0.00,paid
17/08/2021,Invoice,3000,G4S Secure Solutions (UK),Park Grand Hotel UK1115036951,"151,019.52","30,203.90","181,223.42",0.00,paid
20/08/2021,Invoice,3006,BRIDGE SECURITY SERVICES LTD,WE 08.08.2021,960.00,192.00,"1,152.00",0.00,paid
20/08/2021,Invoice,3007,BRIDGE SECURITY SERVICES LTD,WE 15.08.2021,"1,200.00",240.00,"1,440.00",0.00,paid
20/08/2021,Invoice,3005,BRIDGE SECURITY SERVICES LTD,WE 01.08.2021,"1,200.00",240.00,"1,440.00",0.00,paid
20/08/2021,Invoice,3004,BRIDGE SECURITY SERVICES LTD,WE 25.07.2021,"1,200.00",240.00,"1,440.00",0.00,paid
23/08/2021,Invoice,3024,Alandale Logistics Ltd,WE 15.08.2021 SHERWOOD STREET,148.93,29.79,178.72,0.00,paid
23/08/2021,Invoice,3012,Alandale Logistics Ltd,WE 01.08.2021 FULHAM,207.20,41.44,248.64,0.00,paid
23/08/2021,Invoice,3009,Alandale Logistics Ltd,WE 01.08.2021 CLEVELAND,258.75,51.75,310.50,0.00,paid
23/08/2021,Invoice,3028,Alandale Logistics Ltd,WE 15.08.2021 LEWISHAM,270.00,54.00,324.00,0.00,paid
23/08/2021,Invoice,3021,Alandale Logistics Ltd,WE 08.08.2021 LEWISHAM,270.00,54.00,324.00,0.00,paid
23/08/2021,Invoice,3013,Alandale Logistics Ltd,WE 01.08.2021 LEWISHAM,270.00,54.00,324.00,0.00,paid
23/08/2021,Invoice,3020,Alandale Logistics Ltd,WE 08.08.2021 FULHAM,297.85,59.57,357.42,0.00,paid
23/08/2021,Invoice,3016,Alandale Logistics Ltd,WE 08.08.2021 SHERWOOD STREET,304.33,60.87,365.20,0.00,paid
23/08/2021,Invoice,3027,Alandale Logistics Ltd,WE 15.08.2021 FULHAM,310.80,62.16,372.96,0.00,paid
23/08/2021,Invoice,3026,Alandale Logistics Ltd,WE 15.08.2021 Century Tower,540.00,108.00,648.00,0.00,paid
23/08/2021,Invoice,3019,Alandale Logistics Ltd,WE 08.08.2021 Century Tower,540.00,108.00,648.00,0.00,paid
23/08/2021,Invoice,3011,Alandale Logistics Ltd,WE 01.08.2021 Century Tower,652.50,130.50,783.00,0.00,paid
23/08/2021,Invoice,3017,Alandale Logistics Ltd,WE 08.08.2021 CLEVELAND,669.38,133.88,803.26,0.00,paid
23/08/2021,Invoice,3025,Alandale Logistics Ltd,WE 15.08.2021 BOROUGH YARD,832.50,166.50,999.00,0.00,paid
23/08/2021,Invoice,3018,Alandale Logistics Ltd,WE 08.08.2021 BOROUGH YARD,832.50,166.50,999.00,0.00,paid
23/08/2021,Invoice,3010,Alandale Logistics Ltd,WE 01.08.2021 BOROUGH YARD,832.50,166.50,999.00,0.00,paid
23/08/2021,Invoice,3008,Alandale Logistics Ltd,WE 01.08.2021 SHERWOOD STREET,"1,042.48",208.50,"1,250.98",0.00,paid
23/08/2021,Invoice,3029,Alandale Logistics Ltd,WE 15.08.2021 Nova Victoria,"1,215.00",243.00,"1,458.00",0.00,paid
23/08/2021,Invoice,3022,Alandale Logistics Ltd,WE 08.08.2021 Nova Victoria,"1,215.00",243.00,"1,458.00",0.00,paid
23/08/2021,Invoice,3014,Alandale Logistics Ltd,WE 01.08.2021 Nova Victoria,"1,215.00",243.00,"1,458.00",0.00,paid
23/08/2021,Invoice,3030,Alandale Logistics Ltd,WE 15.08.2021 WARDIAN,"1,755.00",351.00,"2,106.00",0.00,paid
23/08/2021,Invoice,3023,Alandale Logistics Ltd,WE 08.08.2021 WARDIAN,"2,013.75",402.75,"2,416.50",0.00,paid
23/08/2021,Invoice,3015,Alandale Logistics Ltd,WE 01.08.2021 WARDIAN,"2,025.00",405.00,"2,430.00",0.00,paid
23/08/2021,Invoice,3082,OCS,298811,"31,035.34","6,207.07","37,242.41",0.00,paid
24/08/2021,Invoice,3041,MK9 Metropolitan Services,July 2021,"6,074.25","1,214.85","7,289.10",0.00,paid
24/08/2021,Invoice,3043,STMSECUR,July 2021,"5,625.60","1,125.12","6,750.72",0.00,paid
24/08/2021,Invoice,3042,UK Protection Ltd,July 2021,362.50,72.50,435.00,0.00,paid
26/08/2021,Invoice,3045,ISSUKIRE,WC 09 Aug2021 PO P105507829 257,"6,183.30","1,236.66","7,419.96",0.00,paid
30/08/2021,Invoice,3083,OCS,300196,"19,021.16","3,804.23","22,825.39",0.00,paid
30/08/2021,Invoice,3084,OCS,301781,"35,464.49","7,092.90","42,557.39",0.00,paid
02/09/2021,Invoice,3049,G4S Secure Solutions (UK),Cheltenham  WC 28.06 UK1115037558,612.00,122.40,734.40,0.00,paid
02/09/2021,Invoice,3050,G4S Secure Solutions (UK),GSK Harlow  Aug 2021 UK1115037034,"2,040.00",408.00,"2,448.00",0.00,paid
02/09/2021,Invoice,3047,G4S Secure Solutions (UK),TS TECH IN Aug2021 UK1115038703,"2,736.00",547.20,"3,283.20",0.00,paid
02/09/2021,Invoice,3048,G4S Secure Solutions (UK),Honeywell Control Government UK1115036432,"3,024.00",604.80,"3,628.80",0.00,paid
02/09/2021,Invoice,3046,G4S Secure Solutions (UK),HOLIDAY IN JULY 2021 UK1115038909,"172,944.00","34,588.80","207,532.80",0.00,paid
08/09/2021,Invoice,3052,G4S Secure Solutions (UK),UK1115039306 Sandman,"3,965.00",793.00,"4,758.00",0.00,paid
08/09/2021,Invoice,3054,G4S Secure Solutions (UK),UK1115039165 Little Barford,"4,320.00",864.00,"5,184.00",0.00,paid
08/09/2021,Invoice,3053,G4S Secure Solutions (UK),UK1115039299 Sandman,"25,608.00","5,121.60","30,729.60",0.00,paid
08/09/2021,Invoice,3051,G4S Secure Solutions (UK),UK1115039363 Sandman,"140,036.00","28,007.20","168,043.20",0.00,paid
08/09/2021,Invoice,3055,G4S Secure Solutions (UK),Novotel Hotel UK1115039221,"321,131.52","64,226.30","385,357.82",0.00,paid
13/09/2021,Invoice,3058,G4S Secure Solutions (UK),Park Grand Hotel UK1115039554,"141,580.80","28,316.16","169,896.96",0.00,paid
13/09/2021,Invoice,3085,OCS,303188,"33,309.21","6,661.84","39,971.05",0.00,paid
17/09/2021,Invoice,3060,G4S Secure Solutions (UK),UK1115039848 Little Barford,"4,680.00",936.00,"5,616.00",0.00,paid
17/09/2021,Invoice,3061,G4S Secure Solutions (UK),GSK Stevenage Aug 2021 UK1115037376,"4,692.00",938.40,"5,630.40",0.00,paid
17/09/2021,Invoice,3059,G4S Secure Solutions (UK),HOLIDAY IN Aug 2021 UK1115039804,"213,303.93","42,660.79","255,964.72",0.00,paid
20/09/2021,Invoice,3086,OCS,304617,"22,749.11","4,549.82","27,298.93",0.00,paid
20/09/2021,Invoice,3062,Paratus Security Limited,AUG 2021,"8,651.50","1,730.30","10,381.80",0.00,paid
21/09/2021,Invoice,3065,AMBERSTONE SECURITY LTD,WE 08.08.2021,540.00,108.00,648.00,0.00,paid
21/09/2021,Invoice,3064,AMBERSTONE SECURITY LTD,WE 22.08.2021,756.56,151.31,907.87,0.00,paid
21/09/2021,Invoice,3067,AMBERSTONE SECURITY LTD,WE 29.8.2021,967.50,193.50,"1,161.00",0.00,paid
21/09/2021,Invoice,3066,AMBERSTONE SECURITY LTD,WE 15.08.2021,"1,260.00",252.00,"1,512.00",0.00,paid
21/09/2021,Invoice,3069,AMBERSTONE SECURITY LTD,WE 12.09.2021,"1,738.13",347.63,"2,085.76",0.00,paid
21/09/2021,Invoice,3068,AMBERSTONE SECURITY LTD,WE 05.09.2021,"1,783.17",356.63,"2,139.80",0.00,paid
21/09/2021,Invoice,3063,Omni Security Services Ltd,Aug 2021,"5,245.39","1,049.09","6,294.48",0.00,paid
22/09/2021,Invoice,3070,BRIDGE SECURITY SERVICES LTD,WE 29.08.2021,"1,176.00",235.20,"1,411.20",0.00,paid
22/09/2021,Invoice,3073,BRIDGE SECURITY SERVICES LTD,WE 12.09.2021,"1,200.00",240.00,"1,440.00",0.00,paid
22/09/2021,Invoice,3072,BRIDGE SECURITY SERVICES LTD,WE 05.09.2021,"1,200.00",240.00,"1,440.00",0.00,paid
22/09/2021,Invoice,3071,BRIDGE SECURITY SERVICES LTD,WE 22.08.2021,"1,200.00",240.00,"1,440.00",0.00,paid
22/09/2021,Invoice,3074,BRIDGE SECURITY SERVICES LTD,WE 19.09.2021,"1,464.00",292.80,"1,756.80",0.00,paid
22/09/2021,Invoice,3080,CARLISLE SUPPORT SERVICES GROUP LIMITED,SEFTON PARK  Aug 2021,288.00,57.60,345.60,0.00,paid
22/09/2021,Invoice,3079,CARLISLE SUPPORT SERVICES GROUP LIMITED,LINCOLN TRAIN  Aug 2021,480.00,96.00,576.00,0.00,paid
22/09/2021,Invoice,3078,CARLISLE SUPPORT SERVICES GROUP LIMITED,HUDDERSFIELD FOOTBALL Aug 2021,504.00,100.80,604.80,0.00,paid
22/09/2021,Invoice,3081,MAXIPOWER SECURITY,STEWARDS SUPPLIED,"1,300.00",260.00,"1,560.00",0.00,paid
22/09/2021,Invoice,3075,Paratus Security Limited,AUG 2021,"8,222.50","1,644.50","9,867.00",0.00,paid
22/09/2021,Invoice,3077,STMSECUR,Aug 2021,"5,578.72","1,115.75","6,694.47",0.00,paid
25/09/2021,Invoice,3088,Alandale Logistics Ltd,WE 15.08.2021 CLEVELAND,540.00,108.00,648.00,0.00,paid
25/09/2021,Invoice,3087,G4S Secure Solutions (UK),Honeywell Control Government UK1115039142,"3,168.00",633.60,"3,801.60",0.00,paid
27/09/2021,Invoice,3089,Brooknight Security,WE 02-05-21 APPROVED,161.00,32.20,193.20,0.00,paid
27/09/2021,Invoice,3090,G4S Secure Solutions (UK),Novotel Hotel UK1115040630,"305,860.32","61,172.06","367,032.38",0.00,paid
27/09/2021,Invoice,3355,OCS,306049,"37,676.38","7,535.28","45,211.66",0.00,paid
28/09/2021,Invoice,3107,Alandale Logistics Ltd,WE  05.09.2021 CLEVELAND,264.38,52.88,317.26,0.00,paid
28/09/2021,Invoice,3114,Alandale Logistics Ltd,WE  12.09.2021 BOROUGH YARD,270.00,54.00,324.00,0.00,paid
28/09/2021,Invoice,3113,Alandale Logistics Ltd,WE  12.09.2021 CLEVELAND,270.00,54.00,324.00,0.00,paid
28/09/2021,Invoice,3094,Alandale Logistics Ltd,WE 22.08.2021 FULHAM,310.80,62.16,372.96,0.00,paid
28/09/2021,Invoice,3099,Alandale Logistics Ltd,WE 29.08.2021 CLEVELAND,315.00,63.00,378.00,0.00,paid
28/09/2021,Invoice,3106,Alandale Logistics Ltd,WE  05.09.2021 SHERWOOD STREET,352.89,70.58,423.47,0.00,paid
28/09/2021,Invoice,3095,Alandale Logistics Ltd,WE 22.08.2021 LEWISHAM,405.00,81.00,486.00,0.00,paid
28/09/2021,Invoice,3110,Alandale Logistics Ltd,WE  05.09.2021 LEWISHAM,433.13,86.63,519.76,0.00,paid
28/09/2021,Invoice,3091,Alandale Logistics Ltd,WE  22.08.2021 SHERWOOD STREET,446.78,89.36,536.14,0.00,paid
28/09/2021,Invoice,3115,Alandale Logistics Ltd,WE  12.09.2021 Century Tower,540.00,108.00,648.00,0.00,paid
28/09/2021,Invoice,3093,Alandale Logistics Ltd,WE 22.08.2021 Century Tower,540.00,108.00,648.00,0.00,paid
28/09/2021,Invoice,3109,Alandale Logistics Ltd,WE  05.09.2021 Century Tower,573.75,114.75,688.50,0.00,paid
28/09/2021,Invoice,3098,Alandale Logistics Ltd,WE  29.08.2021 SHERWOOD STREET,615.13,123.03,738.16,0.00,paid
28/09/2021,Invoice,3102,Alandale Logistics Ltd,WE 29.08.2021 LEWISHAM,675.00,135.00,810.00,0.00,paid
28/09/2021,Invoice,3108,Alandale Logistics Ltd,WE  05.09.2021 BOROUGH YARD,720.00,144.00,864.00,0.00,paid
28/09/2021,Invoice,3101,Alandale Logistics Ltd,WE 29.08.2021 Century Tower,798.75,159.75,958.50,0.00,paid
28/09/2021,Invoice,3104,Alandale Logistics Ltd,WE 29.08.2021SHARD HOUSE,810.70,162.14,972.84,0.00,paid
28/09/2021,Invoice,3100,Alandale Logistics Ltd,WE 29.08.2021 BOROUGH YARD,950.63,190.13,"1,140.76",0.00,paid
28/09/2021,Invoice,3092,Alandale Logistics Ltd,WE 22.08.2021 BOROUGH YARD,"1,102.50",220.50,"1,323.00",0.00,paid
28/09/2021,Invoice,3116,Alandale Logistics Ltd,WE  12.09.2021 Nova Victoria,"1,215.00",243.00,"1,458.00",0.00,paid
28/09/2021,Invoice,3103,Alandale Logistics Ltd,WE 29.08.2021 Nova Victoria,"1,215.00",243.00,"1,458.00",0.00,paid
28/09/2021,Invoice,3096,Alandale Logistics Ltd,WE 22.08.2021 Nova Victoria,"1,215.00",243.00,"1,458.00",0.00,paid
28/09/2021,Invoice,3111,Alandale Logistics Ltd,WE  05.09.2021 Nova Victoria,"1,243.13",248.63,"1,491.76",0.00,paid
28/09/2021,Invoice,3112,Alandale Logistics Ltd,WE  05.09.2021 WARDIAN,"1,310.63",262.13,"1,572.76",0.00,paid
28/09/2021,Invoice,3117,Alandale Logistics Ltd,WE  12.09.2021 WARDIAN,"1,350.00",270.00,"1,620.00",0.00,paid
28/09/2021,Invoice,3105,Alandale Logistics Ltd,WE 29.08.2021 WARDIAN,"1,743.75",348.75,"2,092.50",0.00,paid
28/09/2021,Invoice,3097,Alandale Logistics Ltd,WE 22.08.2021 WARDIAN,"1,743.75",348.75,"2,092.50",0.00,paid
29/09/2021,Invoice,3118,Brooknight Security,JUNE 2021 APPROVED,943.00,188.60,"1,131.60",0.00,paid
04/10/2021,Invoice,3434,OCS,307498    We 03-10-2021,"31,488.09","6,297.62","37,785.71",0.00,paid
07/10/2021,Invoice,3119,Securitas Security Services (UK) Ltd,Sep Barclays S-POR1037219.,"6,105.00","1,221.00","7,326.00",0.00,paid
11/10/2021,Invoice,3435,OCS,308933     WE 10-10-2021,"27,253.83","5,450.77","32,704.60",0.00,paid
17/10/2021,Invoice,3336,Alandale Logistics Ltd,WE  17.10.21 Century Tower,675.00,135.00,810.00,0.00,paid
18/10/2021,Invoice,3122,Atalian Servest Group,Transportation Costs to Glasgow/ Event COP 26,"15,000.00",0.00,"15,000.00",0.00,paid
18/10/2021,Invoice,3436,OCS,310389    WE 17-10-2021,"30,646.30","6,129.26","36,775.56",0.00,paid
19/10/2021,Invoice,3123,G4S Secure Solutions (UK),UK1115042362 Sandman,"129,372.00","25,874.40","155,246.40",0.00,paid
20/10/2021,Invoice,3129,G4S Secure Solutions (UK),GSK GSK WARE SG12 0DJ e OCT 2021 UK1115041758,"3,213.00",642.60,"3,855.60",0.00,paid
20/10/2021,Invoice,3126,G4S Secure Solutions (UK),Sep 2021 HOLIDAY IN Airport UK1115042705,"8,508.00","1,701.60","10,209.60",0.00,paid
20/10/2021,Invoice,3127,G4S Secure Solutions (UK),Sep 2021 Apex Haymarket  UK1115042726,"67,908.00","13,581.60","81,489.60",0.00,paid
20/10/2021,Invoice,3128,G4S Secure Solutions (UK),Sep 2021 Holiday Inn Express  UK1115042727,"184,148.00","36,829.60","220,977.60",0.00,paid
20/10/2021,Invoice,3124,GROSVERN,Aug 2021,"4,845.00",969.00,"5,814.00",0.00,paid
20/10/2021,Invoice,3125,GROSVERN,Sep  2021,"5,605.00","1,121.00","6,726.00",0.00,paid
21/10/2021,Invoice,3138,Bardwood Support Services,Sep 2021,"2,379.00",475.80,"2,854.80",0.00,paid
21/10/2021,Invoice,3142,BRIDGE SECURITY SERVICES LTD,WE 10.10.2021,960.00,192.00,"1,152.00",0.00,paid
21/10/2021,Invoice,3143,BRIDGE SECURITY SERVICES LTD,WE 15.10.2021,"1,200.00",240.00,"1,440.00",0.00,paid
21/10/2021,Invoice,3140,BRIDGE SECURITY SERVICES LTD,WE 26.09.2021,"1,200.00",240.00,"1,440.00",0.00,paid
21/10/2021,Invoice,3141,BRIDGE SECURITY SERVICES LTD,WE 03.10.2021,"1,320.00",264.00,"1,584.00",0.00,paid
21/10/2021,Invoice,3133,CARLISLE SUPPORT SERVICES GROUP LIMITED,Sep 2021,276.00,55.20,331.20,0.00,paid
21/10/2021,Invoice,3134,EMCOR GROUP (UK) PLC,Sep 2021,"1,120.00",224.00,"1,344.00",0.00,paid
21/10/2021,Invoice,3131,Galaxon Services Ltd,Sep 2021,225.00,45.00,270.00,0.00,paid
21/10/2021,Invoice,3139,Omni Security Services Ltd,Sep 2021,"3,185.41",637.08,"3,822.49",0.00,paid
21/10/2021,Invoice,3132,OSS Managed Services Ltd,RJ67372,280.00,56.00,336.00,0.00,paid
21/10/2021,Invoice,3136,Paratus Security Limited,SEP 2021,"1,782.00",356.40,"2,138.40",0.00,paid
21/10/2021,Invoice,3130,SWL Security Services,Sep 2021,152.88,30.58,183.46,0.00,paid
21/10/2021,Invoice,3135,UK Protection Ltd,Sep 2021,"1,173.76",234.76,"1,408.52",0.00,paid
21/10/2021,Invoice,3137,ZE Global,Sep 2021,"2,528.50",505.70,"3,034.20",0.00,paid
23/10/2021,Invoice,3145,G4S Secure Solutions (UK),Honeywell Control Government UK1115042533,720.00,144.00,864.00,0.00,paid
23/10/2021,Invoice,3144,G4S Secure Solutions (UK),Honeywell Control Government UK1115041697,720.00,144.00,864.00,0.00,paid
23/10/2021,Invoice,3146,G4S Secure Solutions (UK),Honeywell Control Government UK1115040984,864.00,172.80,"1,036.80",0.00,paid
24/10/2021,Invoice,3337,Alandale Logistics Ltd,WE  24.10.2021 SHERWOOD STREET,148.93,29.79,178.72,0.00,paid
24/10/2021,Invoice,3348,Alandale Logistics Ltd,WE  24.10.2021  Century Tower,663.75,132.75,796.50,0.00,paid
24/10/2021,Invoice,3174,Alandale Logistics Ltd,WE  19.09.2021  Century Tower,675.00,135.00,810.00,0.00,paid
25/10/2021,Invoice,3437,OCS,311866    WE 24-10-2021,"35,610.51","7,122.10","42,732.61",0.00,paid
25/10/2021,Invoice,3148,Securitas Security Services (UK) Ltd,Wembley Sep 2021  S-POR1050379,"1,656.63",331.33,"1,987.96",0.00,paid
25/10/2021,Invoice,3147,Securitas Security Services (UK) Ltd,Labour Party Sep 2021,"24,993.75","4,998.75","29,992.50",0.00,paid
25/10/2021,Invoice,3149,UNRIVALLED SECURITY SERVICES LTD,Sep 2021,237.50,47.50,285.00,0.00,paid
26/10/2021,Invoice,3153,ISSUKIRE,WC  06 Sep 2021 PO P105538716 270,"4,156.98",831.40,"4,988.38",0.00,paid
26/10/2021,Invoice,3154,ISSUKIRE,WC  13 Sep 2021 PO P105538723 274,"5,053.77","1,010.75","6,064.52",0.00,paid
26/10/2021,Invoice,3157,ISSUKIRE,WC  04 Oct  2021 PO P105536724 267,"5,542.38","1,108.48","6,650.86",0.00,paid
26/10/2021,Invoice,3155,ISSUKIRE,WC  20 Sep 2021 PO P105536717 263,"6,138.38","1,227.68","7,366.06",0.00,paid
26/10/2021,Invoice,3152,ISSUKIRE,WC 30 Aug2021 PO P105538715 269,"6,211.64","1,242.33","7,453.97",0.00,paid
26/10/2021,Invoice,3151,ISSUKIRE,WC 23 Aug2021 PO P105538721 272,"6,895.96","1,379.19","8,275.15",0.00,paid
26/10/2021,Invoice,3150,ISSUKIRE,WC 11OCT 2021 PO P105533754 260,"7,167.87","1,433.57","8,601.44",0.00,paid
26/10/2021,Invoice,3156,ISSUKIRE,WC  27 Sep 2021 PO P105538714 268,"7,543.43","1,508.69","9,052.12",0.00,paid
27/10/2021,Invoice,3158,1st Nationwide Security Ltd,Sep 2021,132.00,26.40,158.40,0.00,paid
27/10/2021,Invoice,3160,Brooknight Security,Aug 2021 APPROVED,"6,138.13","1,227.63","7,365.76",0.00,paid
31/10/2021,Invoice,3338,Alandale Logistics Ltd,WE  31.10.2021 SHERWOOD STREET,148.93,29.79,178.72,0.00,paid
31/10/2021,Invoice,3173,Alandale Logistics Ltd,WE  31.10.2021 SHERWOOD STREET,148.93,29.79,178.72,0.00,paid
31/10/2021,Invoice,3339,Alandale Logistics Ltd,WE  31.10.2021 Century Tower,540.00,108.00,648.00,0.00,paid
31/10/2021,Invoice,3264,Servoca Secure Solutions Ltd,OCT 2021,"4,158.50",831.70,"4,990.20",0.00,paid
01/11/2021,Invoice,3165,G4S Secure Solutions (UK),UK1115042590Sandman,"28,961.88","5,792.38","34,754.26",0.00,paid
01/11/2021,Invoice,3163,G4S Secure Solutions (UK),Park Grand Hotel UK1115041813,"59,844.48","11,968.90","71,813.38",0.00,paid
01/11/2021,Invoice,3164,G4S Secure Solutions (UK),Novotel Hotel UK1115041802,"94,575.36","18,915.08","113,490.44",0.00,paid
01/11/2021,Invoice,3317,O&B SECURITY LIMITED,WE  31.10 Morgan Sindall &Berkeley St Edward,"2,116.00",423.20,"2,539.20",216.00,overdue
01/11/2021,Invoice,3516,OCS,313329    WE 31-10-2021,"43,665.42","8,733.08","52,398.50",0.00,paid
02/11/2021,Invoice,3166,ISSUKIRE,WC  18 Oct  2021 PO P105536719 264,"9,984.51","1,996.90","11,981.41",0.00,paid
02/11/2021,Invoice,3167,Mitie Security Ltd,WE 31.10.2021 APEX HOTEL 90 HAYMARKET,"40,435.50","8,087.10","48,522.60",0.00,paid
03/11/2021,Invoice,3169,G4S Secure Solutions (UK),Sep 2021 Apex City of Edinburgh   UK1115043530,"127,914.00","25,582.80","153,496.80",0.00,paid
